disease_name,symptoms,Description,precautions,tablets,message_hinglish
Dengue,skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Dengue ho sakta hai.
Typhoid,chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look (typhos) belly pain,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Typhoid ho sakta hai.
hepatitis A,joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko hepatitis A ho sakta hai.
Hepatitis B,itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.","consult nearest hospital, vaccination, eat healthy, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis B ho sakta hai.
Hepatitis C,fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis C ho sakta hai.
Hepatitis D,joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).","consult doctor, medication, eat healthy, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis D ho sakta hai.
Hepatitis E,joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,"stop alcohol consumption, rest, consult doctor, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis E ho sakta hai.
Alcoholic hepatitis,vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol","stop alcohol consumption, consult doctor, medication, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Alcoholic hepatitis ho sakta hai.
Tuberculosis,chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.","cover mouth, consult doctor, medication, rest",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Tuberculosis ho sakta hai.
Common Cold,continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Common Cold ho sakta hai.
Pneumonia,chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.","consult doctor, medication, rest, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Pneumonia ho sakta hai.
Dimorphic hemmorhoids(piles),constipation pain during bowel movements pain in anal region bloody stool irritation in anus,,"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Dimorphic hemmorhoids(piles) ho sakta hai.
Heart attack,vomiting breathlessness sweating chest pain,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.","call ambulance, chew or swallow asprin, keep calm",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Heart attack ho sakta hai.
Varicose veins,fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Varicose veins ho sakta hai.
Hypothyroidism,fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.","reduce stress, exercise, eat healthy, get proper sleep",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hypothyroidism ho sakta hai.
Hyperthyroidism,fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.","eat healthy, massage, use lemon balm, take radioactive iodine treatment",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hyperthyroidism ho sakta hai.
Hypoglycemia,vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.,"lie down on side, check in pulse, drink sugary drinks, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hypoglycemia ho sakta hai.
Osteoarthristis,joint pain neck pain knee pain hip joint pain swelling joints painful walking,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.","acetaminophen, consult nearest hospital, follow up, salt baths",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Osteoarthristis ho sakta hai.
Arthritis,muscle weakness stiff neck swelling joints movement stiffness painful walking,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.","exercise, use hot and cold therapy, try acupuncture, massage",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Arthritis ho sakta hai.
(vertigo) Paroymsal  Positional Vertigo,vomiting headache nausea spinning movements loss of balance unsteadiness,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko (vertigo) Paroymsal  Positional Vertigo ho sakta hai.
Acne,skin rash pus filled pimples blackheads scurring,"Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.","bath twice, avoid fatty spicy food, drink plenty of water, avoid too many products",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Acne ho sakta hai.
Urinary tract infection,burning micturition bladder discomfort foul smell of urine continuous feel of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.","drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Urinary tract infection ho sakta hai.
Psoriasis,skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.","wash hands with warm soapy water, stop bleeding using pressure, consult doctor, salt baths",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Psoriasis ho sakta hai.
Impetigo,skin rash high fever blister red sore around nose yellow crust ooze,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.","soak affected area in warm water, use antibiotics, remove scabs with wet compressed cloth, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Impetigo ho sakta hai.
Fungal infection,itching skin rash nodal skin eruptions dischromic  patches,"In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.","bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Fungal infection ho sakta hai.
Allergy,continuous sneezing shivering chills watering from eyes,"An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.","apply calamine, cover area with bandage, use ice to compress itching",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Allergy ho sakta hai.
GERD,stomach pain acidity ulcers on tongue vomiting cough chest pain,"Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko GERD ho sakta hai.
Chronic cholestasis,itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases","cold baths, anti itch medicine, consult doctor, eat healthy",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chronic cholestasis ho sakta hai.
Drug Reaction,itching skin rash stomach pain burning micturition spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Peptic ulcer diseae,vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Peptic ulcer diseae ho sakta hai.
AIDS,muscle wasting patches in throat high fever extra marital contacts,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.","avoid open cuts, wear ppe if possible, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko AIDS ho sakta hai.
Diabetes,fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Gastroenteritis,vomiting sunken eyes dehydration diarrhoea,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
Bronchial Asthma,fatigue cough high fever breathlessness family history mucoid sputum,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.","switch to loose cloothing, take deep breaths, get away from trigger, seek help",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Bronchial Asthma ho sakta hai.
Hypertension,headache chest pain dizziness loss of balance lack of concentration,"Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.","meditation, salt baths, reduce stress, get proper sleep",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hypertension ho sakta hai.
Migraine,acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Migraine ho sakta hai.
Cervical spondylosis,back pain weakness in limbs neck pain dizziness loss of balance,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Cervical spondylosis ho sakta hai.
Paralysis (brain hemorrhage),vomiting headache weakness of one body side altered sensorium,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.","massage, eat healthy, exercise, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Paralysis (brain hemorrhage) ho sakta hai.
Jaundice,itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Jaundice ho sakta hai.
Malaria,chills vomiting high fever sweating headache nausea diarrhoea muscle pain,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,"Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Malaria ho sakta hai.
Chicken pox,itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.","use neem in bathing, consume neem leaves, take vaccine, avoid public places",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chicken pox ho sakta hai.
Dengue,skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Dengue ho sakta hai.
Typhoid,chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look (typhos) belly pain,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Typhoid ho sakta hai.
hepatitis A,joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko hepatitis A ho sakta hai.
Hepatitis B,itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.","consult nearest hospital, vaccination, eat healthy, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis B ho sakta hai.
Hepatitis C,fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis C ho sakta hai.
Hepatitis D,joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).","consult doctor, medication, eat healthy, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis D ho sakta hai.
Hepatitis E,joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,"stop alcohol consumption, rest, consult doctor, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis E ho sakta hai.
Alcoholic hepatitis,vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol","stop alcohol consumption, consult doctor, medication, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Alcoholic hepatitis ho sakta hai.
Tuberculosis,chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.","cover mouth, consult doctor, medication, rest",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Tuberculosis ho sakta hai.
Common Cold,continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Common Cold ho sakta hai.
Pneumonia,chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.","consult doctor, medication, rest, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Pneumonia ho sakta hai.
Dimorphic hemmorhoids(piles),constipation pain during bowel movements pain in anal region bloody stool irritation in anus,,"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Dimorphic hemmorhoids(piles) ho sakta hai.
Heart attack,vomiting breathlessness sweating chest pain,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.","call ambulance, chew or swallow asprin, keep calm",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Heart attack ho sakta hai.
Varicose veins,fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Varicose veins ho sakta hai.
Hypothyroidism,fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.","reduce stress, exercise, eat healthy, get proper sleep",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hypothyroidism ho sakta hai.
Hyperthyroidism,fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.","eat healthy, massage, use lemon balm, take radioactive iodine treatment",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hyperthyroidism ho sakta hai.
Hypoglycemia,vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.,"lie down on side, check in pulse, drink sugary drinks, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hypoglycemia ho sakta hai.
Osteoarthristis,joint pain neck pain knee pain hip joint pain swelling joints painful walking,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.","acetaminophen, consult nearest hospital, follow up, salt baths",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Osteoarthristis ho sakta hai.
Arthritis,muscle weakness stiff neck swelling joints movement stiffness painful walking,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.","exercise, use hot and cold therapy, try acupuncture, massage",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Arthritis ho sakta hai.
(vertigo) Paroymsal  Positional Vertigo,vomiting headache nausea spinning movements loss of balance unsteadiness,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko (vertigo) Paroymsal  Positional Vertigo ho sakta hai.
Acne,skin rash pus filled pimples blackheads scurring,"Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.","bath twice, avoid fatty spicy food, drink plenty of water, avoid too many products",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Acne ho sakta hai.
Urinary tract infection,burning micturition bladder discomfort foul smell of urine continuous feel of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.","drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Urinary tract infection ho sakta hai.
Psoriasis,skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.","wash hands with warm soapy water, stop bleeding using pressure, consult doctor, salt baths",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Psoriasis ho sakta hai.
Impetigo,skin rash high fever blister red sore around nose yellow crust ooze,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.","soak affected area in warm water, use antibiotics, remove scabs with wet compressed cloth, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Impetigo ho sakta hai.
Fungal infection,itching skin rash nodal skin eruptions dischromic  patches,"In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.","bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Fungal infection ho sakta hai.
